291412,107988
343502.94,121228.86
393146,83857
367611,154250
405726,131411
360910,503312
263976,638884
313703,196196
473381,167768
473381,167768
473381,167768
473381,167768
473381,167768
473381,167768
91492.146,11318.804
170370.718,11572.405
250359.811,62016.569
449816.371,75335.861
438710.92,114792.25
292184.87,168003.465
639821.835,169565.858
362269.991,169978.69
530624.974,178388.464
241124.584,220332.641
599445.59,225722.826
389544.19,261912.153
474335.969,262047.755
562180.547,319784.995
454002.834,340834.943
357455.843,383290.436
247958.971,393492.909
247959.241,393495.583
331534.564,431920.794
422242.186,433818.701
227778.33,468847.388
525745.67,470703.214
244780.636,495254.887
339921.145,556034.761
424639.355,565012.703
256340.925,664697.269
319188.434,670947.534
167634.202,797067.144
397160.491,805349.736
267056.768,846176.972
9587.906,899449
71713.131,938516.405
151968.652,966483.78
299721.891,967202.992
330398.323,1017347.016
261596.778,1025447.602
180862.461,1029604.114
421300.525,1072147.239
440725.073,1107878.448
395999.668,1138728.951
