49.922264,-6.299778
49.960061,-5.203046
50.438858,-4.108646
50.575637,-1.297823
50.931279,-1.450514
51.400782,-3.551283
51.374470,1.444547
51.427547,-2.544076
51.489366,-0.119926
51.858909,-4.308525
51.894366,0.897243
52.255294,-2.154586
52.251610,-0.912490
52.751367,0.401535
52.962191,-1.197477
53.344803,-2.640493
53.416285,-4.289181
53.416309,-4.289178
53.779110,-3.040455
53.800215,-1.663792
54.086663,-4.634522
54.116851,-0.077731
54.329195,-4.388491
54.895423,-2.938277
54.979123,-1.616577
55.854000,-4.296490
55.924783,-3.294792
57.006067,-5.828367
57.139025,-2.048560
57.486250,-4.219264
57.813518,-8.578545
58.212622,-7.592556
58.515604,-6.260915
58.581205,-3.726310
59.037439,-3.214540
59.093350,-4.417577
59.096716,-5.827993
59.534708,-1.625170
59.854099,-1.274869
60.133081,-2.073828
